1,2,1,17,2,0,0,0,0
1,3,1,17,18,3,0,0,0
1,4,1,20,4,0,0,0,0
1,5,1,20,5,0,0,0,0
1,6,1,20,23,22,6,0,0
1,7,1,20,23,7,0,0,0
1,8,1,20,23,8,0,0,0
1,9,1,17,19,9,0,0,0
1,10,1,17,19,25,10,0,0
1,11,1,17,19,25,11,0,0
1,12,1,20,23,22,29,12,0
1,13,1,17,19,25,26,27,13
1,14,1,17,19,25,26,14,0
1,15,1,20,23,22,29,30,15
1,16,1,20,23,22,29,30,16
2,3,2,18,3,0,0,0,0
2,4,2,17,20,4,0,0,0
2,5,2,17,20,5,0,0,0
2,6,2,18,21,6,0,0,0
2,7,2,19,24,7,0,0,0
2,8,2,19,24,8,0,0,0
2,9,2,19,9,0,0,0,0
2,10,2,19,25,10,0,0,0
2,11,2,19,25,11,0,0,0
2,12,2,18,21,29,12,0,0
2,13,2,19,25,26,27,13,0
2,14,2,19,25,26,14,0,0
2,15,2,18,21,29,30,15,0
2,16,2,18,21,29,30,16,0
3,4,3,21,22,23,4,0,0
3,5,3,21,22,23,5,0,0
3,6,3,21,6,0,0,0,0
3,7,3,21,22,7,0,0,0
3,8,3,21,22,8,0,0,0
3,9,3,18,19,9,0,0,0
3,10,3,18,19,25,10,0,0
3,11,3,18,19,25,11,0,0
3,12,3,21,29,12,0,0,0
3,13,3,21,29,28,13,0,0
3,14,3,18,19,25,26,14,0
3,15,3,21,29,30,15,0,0
3,16,3,21,29,30,16,0,0
4,5,4,5,0,0,0,0,0
4,6,4,23,22,6,0,0,0
4,7,4,23,7,0,0,0,0
4,8,4,23,8,0,0,0,0
4,9,4,23,24,9,0,0,0
4,10,4,23,24,25,10,0,0
4,11,4,23,24,25,11,0,0
4,12,4,23,22,29,12,0,0
4,13,4,23,22,29,28,13,0
4,14,4,23,24,25,26,14,0
4,15,4,23,22,29,30,15,0
4,16,4,23,22,29,30,16,0
5,6,5,23,22,6,0,0,0
5,7,5,23,7,0,0,0,0
5,8,5,23,8,0,0,0,0
5,9,5,23,24,9,0,0,0
5,10,5,23,24,25,10,0,0
5,11,5,23,24,25,11,0,0
5,12,5,23,22,29,12,0,0
5,13,5,23,22,29,28,13,0
5,14,5,23,24,25,26,14,0
5,15,5,23,22,29,30,15,0
5,16,5,23,22,29,30,16,0
6,7,6,22,7,0,0,0,0
6,8,6,22,8,0,0,0,0
6,9,6,22,24,9,0,0,0
6,10,6,22,24,25,10,0,0
6,11,6,22,24,25,11,0,0
6,12,6,29,12,0,0,0,0
6,13,6,29,28,13,0,0,0
6,14,6,29,28,27,14,0,0
6,15,6,29,30,15,0,0,0
6,16,6,29,30,16,0,0,0
7,8,7,8,0,0,0,0,0
7,9,7,24,9,0,0,0,0
7,10,7,24,25,10,0,0,0
7,11,7,24,25,11,0,0,0
7,12,7,22,29,12,0,0,0
7,13,7,22,29,28,13,0,0
7,14,7,24,25,26,14,0,0
7,15,7,22,29,30,15,0,0
7,16,7,22,29,30,16,0,0
8,9,8,24,9,0,0,0,0
8,10,8,24,25,10,0,0,0
8,11,8,24,25,11,0,0,0
8,12,8,22,29,12,0,0,0
8,13,8,22,29,28,13,0,0
8,14,8,24,25,26,14,0,0
8,15,8,22,29,30,15,0,0
8,16,8,22,29,30,16,0,0
9,10,9,25,10,0,0,0,0
9,11,9,25,11,0,0,0,0
9,12,9,24,22,29,12,0,0
9,13,9,25,26,27,13,0,0
9,14,9,25,26,14,0,0,0
9,15,9,25,26,31,15,0,0
9,16,9,25,26,31,16,0,0
10,11,10,11,0,0,0,0,0
10,12,10,26,27,28,12,0,0
10,13,10,26,27,13,0,0,0
10,14,10,26,14,0,0,0,0
10,15,10,26,31,15,0,0,0
10,16,10,26,31,16,0,0,0
11,12,11,26,27,28,12,0,0
11,13,11,26,27,13,0,0,0
11,14,11,26,14,0,0,0,0
11,15,11,26,31,15,0,0,0
11,16,11,26,31,16,0,0,0
12,13,12,28,13,0,0,0,0
12,14,12,28,27,14,0,0,0
12,15,12,30,15,0,0,0,0
12,16,12,30,16,0,0,0,0
13,14,13,27,14,0,0,0,0
13,15,13,27,31,15,0,0,0
13,16,13,27,31,16,0,0,0
14,15,14,31,15,0,0,0,0
14,16,14,31,16,0,0,0,0
15,16,15,16,0,0,0,0,0
2,1,1,17,2,0,0,0,0
3,1,1,17,18,3,0,0,0
4,1,1,20,4,0,0,0,0
5,1,1,20,5,0,0,0,0
6,1,1,20,23,22,6,0,0
7,1,1,20,23,7,0,0,0
8,1,1,20,23,8,0,0,0
9,1,1,17,19,9,0,0,0
10,1,1,17,19,25,10,0,0
11,1,1,17,19,25,11,0,0
12,1,1,20,23,22,29,12,0
13,1,1,17,19,25,26,27,13
14,1,1,17,19,25,26,14,0
15,1,1,20,23,22,29,30,15
16,1,1,20,23,22,29,30,16
3,2,2,18,3,0,0,0,0
4,2,2,17,20,4,0,0,0
5,2,2,17,20,5,0,0,0
6,2,2,18,21,6,0,0,0
7,2,2,19,24,7,0,0,0
8,2,2,19,24,8,0,0,0
9,2,2,19,9,0,0,0,0
10,2,2,19,25,10,0,0,0
11,2,2,19,25,11,0,0,0
12,2,2,18,21,29,12,0,0
13,2,2,19,25,26,27,13,0
14,2,2,19,25,26,14,0,0
15,2,2,18,21,29,30,15,0
16,2,2,18,21,29,30,16,0
4,3,3,21,22,23,4,0,0
5,3,3,21,22,23,5,0,0
6,3,3,21,6,0,0,0,0
7,3,3,21,22,7,0,0,0
8,3,3,21,22,8,0,0,0
9,3,3,18,19,9,0,0,0
10,3,3,18,19,25,10,0,0
11,3,3,18,19,25,11,0,0
12,3,3,21,29,12,0,0,0
13,3,3,21,29,28,13,0,0
14,3,3,18,19,25,26,14,0
15,3,3,21,29,30,15,0,0
16,3,3,21,29,30,16,0,0
5,4,4,5,0,0,0,0,0
6,4,4,23,22,6,0,0,0
7,4,4,23,7,0,0,0,0
8,4,4,23,8,0,0,0,0
9,4,4,23,24,9,0,0,0
10,4,4,23,24,25,10,0,0
11,4,4,23,24,25,11,0,0
12,4,4,23,22,29,12,0,0
13,4,4,23,22,29,28,13,0
14,4,4,23,24,25,26,14,0
15,4,4,23,22,29,30,15,0
16,4,4,23,22,29,30,16,0
6,5,5,23,22,6,0,0,0
7,5,5,23,7,0,0,0,0
8,5,5,23,8,0,0,0,0
9,5,5,23,24,9,0,0,0
10,5,5,23,24,25,10,0,0
11,5,5,23,24,25,11,0,0
12,5,5,23,22,29,12,0,0
13,5,5,23,22,29,28,13,0
14,5,5,23,24,25,26,14,0
15,5,5,23,22,29,30,15,0
16,5,5,23,22,29,30,16,0
7,6,6,22,7,0,0,0,0
8,6,6,22,8,0,0,0,0
9,6,6,22,24,9,0,0,0
10,6,6,22,24,25,10,0,0
11,6,6,22,24,25,11,0,0
12,6,6,29,12,0,0,0,0
13,6,6,29,28,13,0,0,0
14,6,6,29,28,27,14,0,0
15,6,6,29,30,15,0,0,0
16,6,6,29,30,16,0,0,0
8,7,7,8,0,0,0,0,0
9,7,7,24,9,0,0,0,0
10,7,7,24,25,10,0,0,0
11,7,7,24,25,11,0,0,0
12,7,7,22,29,12,0,0,0
13,7,7,22,29,28,13,0,0
14,7,7,24,25,26,14,0,0
15,7,7,22,29,30,15,0,0
16,7,7,22,29,30,16,0,0
9,8,8,24,9,0,0,0,0
10,8,8,24,25,10,0,0,0
11,8,8,24,25,11,0,0,0
12,8,8,22,29,12,0,0,0
13,8,8,22,29,28,13,0,0
14,8,8,24,25,26,14,0,0
15,8,8,22,29,30,15,0,0
16,8,8,22,29,30,16,0,0
10,9,9,25,10,0,0,0,0
11,9,9,25,11,0,0,0,0
12,9,9,24,22,29,12,0,0
13,9,9,25,26,27,13,0,0
14,9,9,25,26,14,0,0,0
15,9,9,25,26,31,15,0,0
16,9,9,25,26,31,16,0,0
11,10,10,11,0,0,0,0,0
12,10,10,26,27,28,12,0,0
13,10,10,26,27,13,0,0,0
14,10,10,26,14,0,0,0,0
15,10,10,26,31,15,0,0,0
16,10,10,26,31,16,0,0,0
12,11,11,26,27,28,12,0,0
13,11,11,26,27,13,0,0,0
14,11,11,26,14,0,0,0,0
15,11,11,26,31,15,0,0,0
16,11,11,26,31,16,0,0,0
13,12,12,28,13,0,0,0,0
14,12,12,28,27,14,0,0,0
15,12,12,30,15,0,0,0,0
16,12,12,30,16,0,0,0,0
14,13,13,27,14,0,0,0,0
15,13,13,27,31,15,0,0,0
16,13,13,27,31,16,0,0,0
15,14,14,31,15,0,0,0,0
16,14,14,31,16,0,0,0,0
16,15,15,16,0,0,0,0,0
1,1,1,0,0,0,0,0,0
2,2,2,0,0,0,0,0,0
3,3,3,0,0,0,0,0,0
4,4,4,0,0,0,0,0,0
5,5,5,0,0,0,0,0,0
6,6,6,0,0,0,0,0,0
7,7,7,0,0,0,0,0,0
8,8,8,0,0,0,0,0,0
9,9,9,0,0,0,0,0,0
10,10,10,0,0,0,0,0,0
11,11,11,0,0,0,0,0,0
12,12,12,0,0,0,0,0,0
13,13,13,0,0,0,0,0,0
14,14,14,0,0,0,0,0,0
15,15,15,0,0,0,0,0,0
16,16,16,0,0,0,0,0,0
